                                 g_value (photons/atom/s)
Velocity (km/s)      4031.90 A           4034.21 A           4035.63 A
     43.7          8.751453e-01        7.001575e-01        1.135804e+00
     43.8          8.998657e-01        6.819041e-01        1.136055e+00
     43.9          9.307365e-01        6.707908e-01        1.137803e+00
     44.0          9.704624e-01        6.639872e-01        1.140110e+00
     44.1          1.010188e+00        6.571835e-01        1.142417e+00
     44.2          1.049914e+00        6.503798e-01        1.144724e+00
     44.3          1.089640e+00        6.435762e-01        1.147031e+00
     44.4          1.129366e+00        6.367725e-01        1.149339e+00
     44.5          1.169092e+00        6.299688e-01        1.151646e+00
     44.6          1.208818e+00        6.254620e-01        1.154344e+00
     44.7          1.256378e+00        6.310796e-01        1.157989e+00
     44.8          1.304205e+00        6.366973e-01        1.161635e+00
     44.9          1.352033e+00        6.423149e-01        1.165280e+00
     45.0          1.399861e+00        6.479325e-01        1.168926e+00
     45.1          1.447688e+00        6.535501e-01        1.172571e+00
     45.2          1.495516e+00        6.591677e-01        1.176217e+00
     45.3          1.543343e+00        6.647853e-01        1.179862e+00
     45.4          1.591387e+00        6.782436e-01        1.183724e+00
     45.5          1.639627e+00        6.943689e-01        1.187622e+00
     45.6          1.687868e+00        7.104942e-01        1.191519e+00
     45.7          1.736108e+00        7.266196e-01        1.195417e+00
     45.8          1.784348e+00        7.427449e-01        1.199315e+00
     45.9          1.832588e+00        7.588703e-01        1.203212e+00
     46.0          1.880828e+00        7.749956e-01        1.207110e+00
     46.1          1.928530e+00        7.932779e-01        1.210698e+00
     46.2          1.970114e+00        8.164182e-01        1.213858e+00
     46.3          2.011697e+00        8.395585e-01        1.217019e+00
     46.4          2.053281e+00        8.626988e-01        1.220179e+00
     46.5          2.094865e+00        8.858390e-01        1.223340e+00
     46.6          2.136449e+00        9.089793e-01        1.226500e+00
     46.7          2.178033e+00        9.321196e-01        1.229660e+00
     46.8          2.219617e+00        9.552599e-01        1.232821e+00
     46.9          2.254660e+00        9.814602e-01        1.234684e+00
     47.0          2.285991e+00        1.008123e+00        1.236525e+00
     47.1          2.317323e+00        1.034786e+00        1.238366e+00
     47.2          2.348654e+00        1.061448e+00        1.240208e+00
     47.3          2.379985e+00        1.088111e+00        1.242049e+00
     47.4          2.411317e+00        1.114774e+00        1.243891e+00
     47.5          2.442648e+00        1.141436e+00        1.245732e+00
     47.6          2.471924e+00        1.167864e+00        1.246840e+00
     47.7          2.492713e+00        1.193979e+00        1.247343e+00
     47.8          2.513503e+00        1.220095e+00        1.247846e+00
     47.9          2.534293e+00        1.246210e+00        1.248349e+00
     48.0          2.555083e+00        1.272326e+00        1.248852e+00
     48.1          2.575872e+00        1.298441e+00        1.249355e+00
     48.2          2.596662e+00        1.324557e+00        1.249858e+00
     48.3          2.617452e+00        1.350672e+00        1.250237e+00
     48.4          2.632272e+00        1.373777e+00        1.249634e+00
     48.5          2.645125e+00        1.396855e+00        1.249031e+00
     48.6          2.657978e+00        1.419933e+00        1.248428e+00
     48.7          2.670831e+00        1.443012e+00        1.247826e+00
     48.8          2.683683e+00        1.466090e+00        1.247223e+00
     48.9          2.696536e+00        1.489168e+00        1.246620e+00
     49.0          2.709389e+00        1.512247e+00        1.246017e+00
     49.1          2.720516e+00        1.533009e+00        1.244916e+00
     49.2          2.727788e+00        1.551896e+00        1.243577e+00
     49.3          2.735061e+00        1.570783e+00        1.242237e+00
     49.4          2.742333e+00        1.589670e+00        1.240897e+00
     49.5          2.749605e+00        1.608557e+00        1.239557e+00
     49.6          2.756877e+00        1.627444e+00        1.238217e+00
     49.7          2.764149e+00        1.646331e+00        1.236877e+00
     49.8          2.771421e+00        1.665218e+00        1.235538e+00
     49.9          2.778693e+00        1.684105e+00        1.234198e+00
     50.0          2.785965e+00        1.702992e+00        1.232858e+00
